Metric,Accuracy,Loss
Mean Absolute Error (MAE),0.11379999999999998,0.24972
Mean Absolute Percentage Error (MAPE),15.403162262265752,44.72251414196606
Root Mean Square Error (RMSE),0.14702996973406476,0.3331022785872231
